id;active;year;gender;want_spam;balance;undo_count
2603;f;1999;M;t;0;0
2604;t;2014;M;t;150;0
2605;f;2012;M;t;0;0
2606;f;2004;U;t;11350;0
2607;t;2014;M;t;9600;0
2608;t;2007;M;f;1550;0
2609;f;1999;M;t;0;0
2610;f;1979;M;t;0;0
2611;f;2011;M;t;350;0
2612;f;2003;U;t;1000;0
2613;f;2003;M;t;-1050;0
2614;f;2011;M;t;850;0
2615;f;1985;M;t;0;0
2616;f;2012;M;t;0;0
2617;f;0;M;t;0;0
2618;f;1976;M;t;0;0
2619;f;2002;M;t;-3175;0
2620;f;1997;M;t;-24525;0
2621;f;1998;U;t;-3400;0
2622;t;2016;M;t;1800;0
2623;f;2007;M;t;200;0
2624;f;1987;U;t;0;0
2625;t;2014;F;t;0;0
2626;f;1992;M;t;0;0
2627;t;2014;M;t;4200;0
2628;f;1981;M;t;0;0
2629;f;2002;U;t;475;0
2630;f;1991;U;t;0;0
2631;f;1995;M;t;0;0
2632;t;2014;M;t;700;0
2633;f;1991;F;t;8150;0
2634;f;2006;M;t;-600;0
2635;f;2006;M;t;125;0
2636;f;1988;M;t;0;0
2637;f;1987;U;t;30000;0
2638;f;1992;M;t;0;0
2639;f;2009;U;t;1200;0
2640;f;1991;U;t;0;0
2641;t;2015;M;t;0;0
2642;f;1999;M;t;4850;0
2643;f;1990;M;t;0;0
2644;f;2000;F;t;550;0
2645;f;2009;M;f;500;0
2646;f;2001;M;t;8461;0
2647;t;2014;M;t;250;0
2648;f;1989;M;t;0;0
2649;f;2012;M;t;1050;0
2650;f;1985;M;t;0;0
2651;t;2014;M;t;7900;0
2652;f;1993;F;t;0;0
2653;f;1984;M;t;0;0
2654;f;2001;M;t;6550;0
2655;f;1984;F;t;0;0
2656;t;2008;M;t;16150;0
2657;t;2013;M;f;0;0
2658;f;1989;U;t;0;0
2659;f;2002;M;t;975;0
2660;t;2015;M;t;500;0
2661;f;1999;M;t;475;0
2662;t;2013;M;t;12350;0
2663;f;1983;M;t;150;0
2664;t;2017;M;t;3500;0
2665;t;2014;M;t;2900;0
2666;f;2003;M;t;-2450;0
2667;f;1996;M;t;0;0
2668;t;2016;M;t;4900;0
2669;t;2012;F;t;5900;0
2670;t;2011;M;t;850;0
2671;t;2014;M;t;3500;0
2672;t;2014;F;t;50;0
2673;t;2011;M;t;400;0
2674;f;1997;U;t;-8725;0
2675;f;1984;U;t;0;0
2676;t;2014;M;t;22200;0
2677;f;1989;U;t;0;0
2678;t;2014;M;t;0;0
2679;f;1989;M;t;0;0
2680;f;1999;M;t;375;0
2681;f;2003;M;t;-2075;0
2682;f;1990;U;t;0;0
2683;f;2001;M;t;9600;0
2684;t;2011;M;t;50;0
2685;f;1992;M;t;0;0
2686;f;2012;F;t;0;0
2687;t;2008;M;f;1250;0
2688;f;1991;M;t;0;0
2689;f;2011;M;t;100;0
2690;f;1996;U;t;0;0
2691;f;1989;M;t;0;0
2692;f;1995;M;t;0;0
2693;f;1989;M;t;0;0
2694;f;0;U;t;0;0
2695;f;1988;M;t;0;0
2696;f;2011;U;t;200;0
2697;t;2013;M;t;1100;0
2698;f;2006;M;t;5000;0
2699;f;1990;M;t;0;0
2700;f;2005;M;t;0;0
2701;t;2014;M;t;100;0
2702;f;1990;M;t;0;0
2703;f;1995;M;t;0;0
2704;f;1986;M;t;0;0
2705;f;0;M;t;0;0
2706;t;2012;M;t;1000;0
2707;t;2014;M;t;17750;0
2708;t;2016;M;t;7350;0
2709;f;1999;M;t;4175;0
2710;f;0;U;t;0;0
2711;f;2011;U;t;500;0
2712;f;2007;M;t;300;0
2713;t;2016;M;t;9600;0
2714;f;2001;M;t;-300;0
2715;f;1998;M;t;5500;0
2716;f;1996;M;t;0;0
2717;t;2014;F;t;44800;0
2718;f;1998;M;t;0;0
2719;f;1999;M;t;-11000;0
2720;f;1985;M;t;0;0
2721;t;2016;M;t;200;0
2722;f;1994;M;t;0;0
2723;f;1992;F;t;0;0
2724;t;2009;M;t;1350;0
2725;f;1988;M;t;0;0
2726;f;2009;M;t;0;0
2727;f;2004;M;t;250;0
2728;f;2006;U;t;2600;0
2729;t;2003;M;f;200;0
2730;f;2006;M;t;700;0
2731;f;2006;U;t;0;0
2732;f;1997;U;t;75;0
2733;t;2010;M;t;4500;0
2734;f;2011;M;f;400;0
2735;f;1993;M;t;0;0
2736;f;1999;M;t;650;0
2737;t;2007;M;t;7950;0
2738;f;1994;M;t;3475;0
2739;f;2014;U;t;100;0
2740;f;1986;M;t;0;0
2741;f;2003;M;t;350;0
2742;t;2012;M;t;850;0
2743;t;2013;M;t;2900;0
2744;f;2012;M;t;900;0
2745;t;2008;M;t;10450;0
2746;f;2012;M;t;0;0
2747;t;2013;M;t;1100;0
2748;f;2006;U;t;9800;0
2749;t;2011;M;t;150;0
2750;t;2015;M;t;3600;0
2751;t;2000;M;t;1450;0
2752;f;2004;M;t;-200;0
2753;f;2003;U;t;-5050;0
2754;t;2014;M;t;23600;0
2755;f;1996;M;t;0;0
2756;f;2005;M;t;0;0
2757;t;2014;F;t;1750;0
2758;f;1997;M;t;1875;0
2759;f;1999;M;t;0;0
2760;f;2015;M;t;350;0
2761;f;1986;U;t;0;0
2762;f;1999;U;t;0;0
2763;f;2007;M;t;300;0
2764;f;2003;M;t;-4600;0
2765;t;2014;M;t;26100;0
2766;f;1996;U;t;-24875;0
2767;t;2014;M;t;200;0
2768;f;2005;M;t;0;0
2769;f;1984;M;t;0;0
2770;t;2015;M;t;3500;0
2771;f;2000;F;t;2475;0
2772;f;1999;M;t;175;0
2773;f;2002;M;t;275;0
2774;f;2003;U;t;400;0
2775;f;1989;M;t;0;0
2776;f;1985;M;t;0;0
2777;f;1994;M;t;0;0
2778;f;1996;F;t;0;0
2779;f;2013;M;t;0;0
2780;f;1992;M;t;0;0
2781;f;1985;M;t;0;0
2782;f;1996;M;t;6475;0
2783;f;1994;M;t;-3650;0
2784;t;2014;F;t;250;0
2785;f;2004;M;t;0;0
2786;t;2014;M;t;300;0
2787;f;2002;M;t;-4450;0
2788;f;2004;M;t;300;0
2789;t;2015;M;t;950;0
2790;t;2015;M;t;4800;0
2791;f;1995;M;t;0;0
2792;f;1992;M;t;0;0
2793;t;2016;M;t;10000;0
2794;f;2010;M;f;0;0
2795;f;1985;M;t;0;0
2796;f;2000;M;t;0;0
2797;f;1991;M;t;0;0
2798;f;1984;M;t;0;0
2799;f;2007;M;f;0;0
2800;f;2010;M;t;9800;0
2801;t;2015;M;t;1150;0
2802;f;2008;M;t;400;0
2803;t;2015;M;f;100;0
2804;f;1996;M;t;0;0
2805;f;2008;M;t;4500;0
2806;t;2013;M;t;8150;0
2807;t;2016;M;t;0;0
2808;f;1995;M;t;-7200;0
2809;f;1995;M;t;1225;0
2810;t;2013;M;t;800;0
2811;f;1989;F;t;0;0
2812;t;1992;M;t;0;0
2813;f;1994;M;t;0;0
2814;f;1997;M;t;-9700;0
2815;f;1981;M;t;0;0
2816;f;1999;M;t;-5400;0
2817;f;2003;U;t;-1650;0
2818;t;14;M;t;3200;0
2819;f;2001;U;t;-500;0
2820;f;1979;M;t;0;0
2821;f;2005;M;t;23750;0
2822;f;1998;M;t;2050;0
2823;t;2014;M;t;500;0
2824;t;2009;M;t;550;0
2825;f;2005;M;t;5300;0
2826;f;2014;M;t;950;0
2827;f;1993;M;t;0;0
2828;f;1990;M;t;8825;0
2829;f;2004;U;t;0;0
2830;f;1995;M;t;0;0
2831;f;1989;M;t;0;0
2832;f;2002;M;t;-750;0
2833;t;2016;M;t;3250;0
2834;f;1981;M;t;0;0
2835;t;2013;F;t;1850;0
2836;f;2000;M;t;-6675;0
2837;f;1977;M;t;0;0
2838;f;2003;M;t;2000;0
2839;f;1995;M;t;-13200;0
2840;f;2004;M;t;450;0
2841;f;2002;M;t;50;0
2842;f;1983;M;t;0;0
2843;f;1995;M;t;0;0
2844;f;2003;M;t;125;0
2845;f;2008;M;t;700;0
2846;f;2002;M;t;675;0
2847;f;2012;M;t;500;0
2848;f;1983;M;t;0;0
2849;f;1986;M;t;0;0
2850;f;2002;U;t;50;0
2851;t;2008;M;t;600;0
2852;f;1977;U;t;0;0
2853;f;1993;U;t;0;0
2854;t;2013;M;t;0;0
2855;f;1985;U;t;0;0
2856;f;2012;M;t;0;0
2857;f;1995;M;t;6500;0
2858;f;1988;M;t;0;0
2859;f;2003;M;t;8800;0
2860;f;2009;M;t;100;0
2861;f;2004;M;t;200;0
2862;f;2009;F;t;0;0
2863;f;1983;M;t;0;0
2864;t;2002;M;t;9025;0
2865;t;2014;M;t;250;0
2866;f;1986;M;t;0;0
2867;f;1985;M;t;0;0
2868;f;2012;M;t;0;0
2869;f;1993;M;t;0;0
2870;t;1980;M;t;1800;0
2871;f;1989;M;t;0;0
2872;t;1993;F;t;10000;0
2873;t;2010;M;t;7950;0
2874;f;1989;U;t;0;0
2875;t;2013;M;t;150;0
2876;t;2015;F;t;0;0
2877;f;2005;M;t;25;0
2878;f;1995;M;t;0;0
2879;f;1994;M;t;-15300;0
2880;f;2005;M;t;675;0
2881;f;1991;M;t;0;0
2882;f;2003;U;t;-275;0
2883;f;1982;U;t;0;0
2884;f;1999;M;t;0;0
2885;t;2015;M;t;7700;0
2886;t;2016;M;t;18500;0
2887;f;1997;M;t;0;0
2888;f;2014;M;t;450;0
2889;f;1992;U;t;0;0
2890;f;2009;M;t;0;0
2891;f;2006;M;t;4100;0
2892;t;2013;M;t;700;0
2893;t;2016;M;t;350;0
2894;f;1981;M;t;0;0
2895;f;2000;U;t;-10250;0
2896;f;1976;M;t;0;0
2897;f;1992;M;t;6825;0
2898;f;1989;F;t;0;0
2899;f;1990;M;t;0;0
2900;t;2015;M;t;400;0
2901;f;1995;M;t;3600;0
2902;f;2002;M;t;-550;0
2903;f;1993;M;t;0;0
2904;t;2009;M;t;150;0
2905;f;1998;M;t;-275;0
2906;f;1990;F;t;0;0
2907;t;2014;M;t;7450;0
2908;f;2003;M;t;3700;0
2909;f;1997;U;t;0;0
2910;t;2011;M;t;900;0
2911;f;1993;M;t;0;0
2912;f;1981;M;t;0;0
2913;f;1991;M;t;0;0
2914;t;2013;M;t;250;0
2915;f;1985;M;t;0;0
2916;f;1985;M;t;0;0
2917;t;2016;M;t;2450;0
2918;t;2017;M;t;4900;0
2919;f;2003;M;t;-475;0
2920;f;2009;M;t;1100;0
2921;f;2013;M;t;0;0
2922;t;2012;M;t;750;0
2923;f;1994;M;t;0;0
2924;f;2005;M;t;-350;0
2925;t;2014;F;t;5200;0
2926;f;1991;U;t;1450;0
2927;t;2011;M;t;600;0
2928;t;2013;M;t;0;0
2929;f;0;M;t;-14250;0
2930;f;1995;M;t;0;0
2931;t;2016;M;t;12050;0
2932;f;1990;U;t;1900;0
2933;f;1995;M;t;0;0
2934;f;1998;M;t;9725;0
2935;f;2005;M;t;0;0
2936;f;2005;U;t;0;0
2937;f;1979;U;t;0;0
2938;t;2012;M;t;0;0
2939;t;2015;M;t;5850;0
2940;f;1988;U;t;0;0
2941;f;2009;M;t;3800;0
2942;f;2003;M;t;0;0
2943;f;1997;U;t;0;0
2944;t;2015;M;t;10850;0
2945;f;1998;M;t;10;0
2946;t;2014;M;t;0;0
2947;f;2002;M;t;-6300;0
2948;f;1983;M;t;0;0
2949;f;2002;M;t;-1350;0
2950;f;2002;U;t;0;0
2951;t;2012;M;t;0;0
2952;t;2014;M;t;1350;0
2953;f;1987;M;t;0;0
2954;t;2006;M;t;50;0
2955;f;2000;M;t;100;0
2956;f;1994;M;t;0;0
2957;f;2002;M;t;-200;0
2958;f;1985;U;t;0;0
2959;f;2006;M;t;925;0
2960;f;2003;M;t;-4025;0
2961;f;2005;M;t;-4775;0
2962;f;2002;U;t;-1325;0
2963;f;2011;U;t;1700;0
2964;f;1984;F;t;0;0
2965;f;1992;M;t;0;0
2966;t;2011;M;t;32100;0
2967;f;2006;M;t;2125;0
2968;f;2011;F;t;1300;0
2969;t;2014;M;t;7750;0
2970;f;1985;M;t;0;0
2971;f;2004;M;t;6075;0
2972;f;2002;M;t;300;0
2973;f;1995;M;t;0;0
2974;t;2015;M;t;450;0
2975;f;1984;M;t;0;0
2976;f;2015;M;t;0;0
2977;f;2003;M;t;150;0
2978;t;2013;F;t;0;0
2979;f;2001;M;t;125;0
2980;t;2008;U;f;0;0
2981;f;2004;U;t;0;0
2982;t;2016;F;t;0;0
2983;t;2002;U;f;18600;0
2984;f;1983;F;t;0;0
2985;f;2006;M;t;100;0
2986;f;1981;F;t;0;0
2987;f;1996;M;t;0;0
2988;f;1991;M;t;0;0
2989;t;2015;F;t;7400;0
2990;f;2000;M;t;-25;0
2991;f;2003;U;t;625;0
2992;t;2013;M;t;200;0
2993;f;2014;F;t;8850;0
2994;f;1991;M;t;0;0
2995;f;2010;M;t;3900;0
2996;f;1999;M;t;0;0
2997;t;2014;M;t;19150;0
2998;t;2012;M;t;500;0
2999;f;2005;U;t;-2125;0
3000;f;2003;U;t;4225;0
3001;f;2009;F;t;0;0
3002;t;2015;M;t;3700;0
3003;f;2005;M;t;0;0
3004;t;2016;F;t;14500;0
3005;f;1988;M;t;0;0
3006;f;1994;M;t;-28100;0
3007;t;2015;M;t;25200;0
3008;f;2001;M;t;0;0
3009;f;2003;U;t;0;0
3010;f;2006;M;t;450;0
3011;f;1991;M;t;0;0
3012;f;2010;M;t;200;0
3013;f;1995;M;t;-5000;0
3014;t;2016;M;t;4250;0
3015;f;2005;U;t;0;0
3016;f;1997;M;t;-25300;0
3017;t;2010;U;t;2150;0
3018;f;2001;M;t;-13000;0
3019;f;1997;U;t;0;0
3020;f;2009;M;t;200;0
3021;f;1999;F;t;4075;0
3022;f;1986;M;t;0;0
3023;t;2016;M;t;0;0
3024;f;2004;U;t;0;0
3025;f;2010;U;t;6650;0
3026;f;2001;M;t;27650;0
3027;f;1994;M;t;0;0
3028;t;2014;M;t;400;0
3029;f;1989;M;t;0;0
3030;f;2008;M;t;8200;0
3031;f;1982;M;t;0;0
3032;t;2003;M;t;4200;0
3033;f;2002;U;t;0;0
3034;f;1997;M;t;0;0
3035;f;2006;F;t;0;0
3036;t;2013;M;t;150;0
3037;f;1996;M;t;0;0
3038;t;2013;M;t;100;0
3039;f;0;M;t;100;0
3040;f;2012;M;t;150;0
3041;t;2009;M;t;100;0
3042;f;2013;M;t;100;0
3043;f;1985;U;t;0;0
3044;t;2010;M;t;600;0
3045;t;2014;M;t;5000;0
3046;f;1998;M;t;50;0
3047;f;2011;M;t;300;0
3048;t;2012;M;t;100;0
3049;f;1994;M;t;5000;0
3050;f;2007;M;t;6700;0
3051;f;2014;M;t;250;0
3052;f;1999;M;t;-11875;0
3053;f;1989;M;t;0;0
3054;f;1995;U;t;-44700;0
3055;f;1998;U;t;-27200;0
3056;t;2011;M;t;8550;0
3057;f;1982;M;t;0;0
3058;f;1989;M;t;0;0
3059;f;2005;U;t;-450;0
3060;t;2012;M;t;50;0
3061;t;1999;F;t;425;0
3062;f;1994;M;t;0;0
3063;t;2015;M;t;4700;0
3064;f;1988;F;t;0;0
3065;f;1986;M;t;0;0
3066;f;2004;M;t;550;0
3067;f;1984;U;t;0;0
3068;f;1999;F;t;0;0
3069;f;2005;M;t;1200;0
3070;f;2003;M;t;700;0
3071;f;1992;M;t;0;0
3072;f;1996;M;t;0;0
3073;f;1996;U;t;0;0
3074;f;2006;M;t;4075;0
3075;f;2007;M;t;0;0
3076;t;2014;M;t;850;0
3077;f;2005;M;t;2500;0
3078;t;2016;F;t;0;0
3079;f;1985;M;t;0;0
3080;t;2016;M;t;9750;0
3081;f;2001;M;t;650;0
3082;f;2001;M;t;10000;0
3083;f;1999;M;t;175;0
3084;f;2002;M;t;5600;0
3085;t;2016;M;t;0;0
3086;t;2015;M;t;650;0
3087;f;2006;M;t;-1625;0
3088;t;2017;M;t;800;0
3089;t;2008;M;t;12600;0
3090;t;2014;M;t;6250;0
3091;f;2002;M;t;-1000;0
3092;f;2005;U;t;0;0
3093;f;1991;F;t;0;0
3094;f;1985;M;t;0;0
3095;t;2006;M;t;1625;0
3096;f;2005;U;t;10000;0
3097;f;1996;M;t;0;0
3098;f;1980;M;t;0;0
3099;t;2014;M;t;550;0
3100;t;2016;M;t;11050;0
3101;f;2009;M;t;16750;0
3102;f;1995;M;t;1300;0
3103;f;1997;M;t;-33350;0
3104;f;1995;U;t;0;0
3105;f;1990;M;t;0;0
3106;f;2007;U;t;350;0
3107;t;2009;M;t;600;0
3108;f;2003;U;t;-2000;0
3109;f;1989;M;t;0;0
3110;f;1990;M;t;5250;0
3111;t;2005;M;t;7500;0
3112;t;2015;M;t;100;0
3113;f;2004;M;t;-1425;0
3114;f;2000;M;t;0;0
3115;t;2016;M;t;15150;0
3116;t;2002;M;t;625;0
3117;f;2005;F;t;750;0
3118;t;2012;M;t;800;0
3119;f;1998;M;t;0;0
3120;f;2000;M;t;-14550;0
3121;f;1988;M;t;0;0
3122;f;2002;U;t;12650;0
3123;f;2005;M;t;-2675;0
3124;f;2005;M;t;100;0
3125;f;2004;U;t;0;0
3126;f;1988;M;t;0;0
3127;f;1984;M;t;0;0
3128;f;2007;M;t;450;0
3129;f;2002;U;t;-5975;0
3130;f;1981;U;t;0;0
3131;f;1990;U;t;0;0
3132;f;1997;M;t;0;0
3133;t;2012;M;t;500;0
3134;f;1994;U;t;0;0
3135;f;1996;M;t;-6425;0
3136;f;1999;M;t;-12125;0
3137;f;2002;M;t;-2750;0
3138;f;2014;M;t;300;0
3139;t;2012;M;t;150;0
3140;f;2006;U;t;78;0
3141;f;2005;M;t;-2050;0
3142;f;1975;U;t;0;0
3143;t;2007;M;t;850;0
3144;f;1989;U;t;0;0
3145;f;2008;U;t;150;0
3146;f;1985;M;t;100;0
3147;f;1988;M;t;0;0
3148;f;1999;M;t;-4275;0
3149;t;2016;F;t;550;0
3150;t;2013;M;t;13550;0
3151;t;2011;M;t;400;0
3152;f;1995;M;t;25;0
3153;f;1987;U;t;0;0
3154;f;2008;M;t;600;0
3155;t;2011;M;t;1200;0
3156;f;1984;U;t;0;0
3157;f;2000;M;t;16875;0
3158;t;2001;M;t;9425;0
3159;t;1991;M;t;0;0
3160;f;1993;U;t;0;0
3161;f;2011;M;t;500;0
3162;t;2011;F;t;0;0
3163;t;2015;M;t;550;0
3164;f;2001;M;t;1150;0
3165;t;2016;M;t;8500;0
3166;f;2006;M;t;50;0
3167;f;2004;M;t;500;0
3168;f;1985;M;t;0;0
3169;f;1985;U;t;0;0
3170;t;2012;M;t;8050;0
3171;f;0;U;t;0;0
3172;f;1999;M;t;-1050;0
3173;f;2012;M;t;400;0
3174;f;1997;M;t;-13825;0
3175;f;2009;M;t;500;0
3176;f;2012;M;t;300;0
3177;f;1997;M;t;0;0
3178;t;2012;M;t;8700;0
3179;t;2010;M;t;100;0
3180;f;2005;U;t;-5175;0
3181;f;1999;M;t;-150;0
3182;f;2014;M;t;0;0
3183;f;1990;M;t;-25300;0
3184;f;1984;M;t;0;0
3185;f;1995;M;t;615;0
3186;f;1981;M;t;0;0
3187;f;2012;F;t;0;0
3188;f;1980;M;t;0;0
3189;f;1991;M;t;0;0
3190;t;2013;M;t;3500;0
3191;f;2000;M;t;-2650;0
3192;f;1982;F;t;0;0
3193;f;2002;U;t;475;0
3194;f;1986;M;t;0;0
3195;f;1992;M;t;0;0
3196;f;2004;M;t;-475;0
3197;f;1995;M;t;0;0
3198;f;2002;U;t;-2200;0
3199;f;2003;M;t;0;0
3200;t;2007;M;t;750;0
3201;f;2011;M;t;2600;0
3202;f;1992;M;t;0;0
3203;f;1984;M;t;0;0
3204;f;1988;M;t;0;0
3205;f;1996;M;t;-6350;0
3206;f;1990;U;t;0;0
3207;t;2010;M;t;400;0
3208;f;1998;M;t;425;0
3209;t;2016;M;t;1950;0
3210;f;1985;M;t;0;0
3211;t;2014;M;t;0;0
3212;f;1983;M;t;0;0
3213;f;2008;U;t;550;0
3214;t;1991;M;t;5525;0
3215;f;1995;M;t;0;0
3216;f;2010;M;t;6700;0
3217;f;2014;M;t;350;0
3218;f;1985;M;t;0;0
3219;f;1991;U;t;0;0
3220;t;2014;M;t;4950;0
3221;f;2005;M;t;0;0
3222;f;1989;U;t;0;0
3223;f;1977;U;t;0;0
3224;f;2006;F;t;500;0
3225;f;1992;M;t;0;0
3226;t;2010;U;f;0;0
3227;f;2002;M;t;15;0
3228;f;2012;M;t;0;0
3229;f;2010;M;t;500;0
3230;f;1997;M;t;0;0
3231;f;2007;M;t;150;0
3232;f;2011;M;t;0;0
3233;t;2016;F;t;0;0
3234;f;1997;M;t;-44000;0
3235;f;0;U;t;0;0
3236;f;1995;U;t;-27850;0
3237;f;2002;U;t;0;0
3238;f;1992;U;t;0;0
3239;f;1985;M;t;0;0
3240;f;1989;U;t;0;0
3241;f;1988;U;t;0;0
3242;f;1994;M;t;0;0
3243;f;2002;M;t;-125;0
3244;f;2002;M;t;-5025;0
3245;f;1987;M;t;0;0
3246;f;1997;U;t;-4100;0
3247;t;2008;M;t;150;0
3248;f;1984;M;t;0;0
3249;f;1996;M;t;-24700;0
3250;f;1992;M;t;0;0
3251;t;2011;M;t;79500;0
3252;f;1998;U;t;0;0
3253;f;2002;M;t;43850;0
3254;f;2010;M;t;900;0
3255;f;2004;U;t;-5075;0
3256;f;1989;M;t;0;0
3257;f;2002;M;t;-5700;0
3258;t;2008;M;t;8750;0
3259;f;1985;U;t;0;0
3260;t;2013;M;t;450;0
3261;f;1992;M;t;0;0
3262;f;2001;U;t;0;0
3263;f;1988;M;t;0;0
3264;f;2011;U;t;14050;0
3265;f;1983;M;t;0;0
3266;f;2010;M;t;950;0
3267;t;2014;M;t;10150;0
3268;t;2011;M;t;0;0
3269;f;2001;F;t;25;0
3270;f;2003;M;t;675;0
3271;t;2010;M;f;300;0
3272;t;2014;M;t;6600;0
3273;f;1991;M;t;0;0
3274;t;2016;F;t;150;0
3275;f;2006;M;t;350;0
3276;f;2003;M;t;5850;0
3277;f;2002;M;t;-2300;0
3278;f;1983;M;t;0;0
3279;f;2004;M;t;100;0
3280;f;2012;M;t;0;0
3281;f;1982;U;t;0;0
3282;f;2012;F;t;450;0
3283;f;1998;M;t;0;0
3284;f;2005;M;t;275;0
3285;f;2009;M;t;6450;0
3286;f;2002;U;t;1725;0
3287;f;1991;U;t;0;0
3288;t;2005;M;t;3425;0
3289;f;1992;M;t;0;0
3290;f;2003;M;t;325;0
3291;f;1998;M;t;0;0
3292;t;2012;M;t;0;0
3293;f;2009;M;t;150;0
3294;f;2012;M;t;0;0
3295;t;2014;M;t;1050;0
3296;f;1994;M;t;8925;0
3297;t;2014;M;t;3850;0
3298;f;0;M;t;-625;0
3299;f;1994;U;t;-31200;0
3300;f;1990;M;t;0;0
3301;t;2015;M;t;0;0
3302;t;2015;M;t;0;0
3303;t;2013;M;t;0;0
3304;t;2013;M;t;24200;0
3305;f;2015;M;t;300;0
3306;t;1991;M;t;175;0
3307;f;2006;M;t;5950;0
3308;f;2001;M;t;875;0
3309;f;0;M;t;-9450;0
3310;t;2015;M;t;0;0
3311;t;1973;M;t;500;0
3312;f;1993;M;t;0;0
3313;f;2000;M;t;50;0
3314;f;2004;M;t;2600;0
3315;f;1984;M;t;0;0
3316;f;1995;M;t;0;0
3317;t;2012;F;t;800;0
3318;f;1988;M;t;0;0
3319;t;2014;M;t;0;0
3320;f;2005;U;t;0;0
3321;f;1997;U;t;-18300;0
3322;t;2016;M;t;9350;0
3323;t;2015;M;t;450;0
3324;t;2004;M;t;75;0
3325;f;2003;M;t;-50;0
3326;t;2013;M;t;450;0
3327;f;1976;M;t;0;0
3328;f;1996;M;t;-43200;0
3329;f;2003;M;t;200;0
3330;f;2002;M;t;-2000;0
3331;f;1984;M;t;0;0
3332;f;2002;M;t;125;0
3333;t;2015;M;t;15850;0
3334;t;2003;M;t;0;0
3335;t;2011;U;t;24700;0
3336;f;2000;M;t;-925;0
3337;t;2016;M;t;200;0
3338;f;0;M;t;25;0
3339;f;1994;M;t;0;0
3340;f;2003;U;t;-550;0
3341;t;2016;M;t;1550;0
3342;f;2012;M;t;0;0
3343;f;2011;U;t;2150;0
3344;t;1991;M;t;0;0
3345;f;2006;M;t;725;0
3346;f;2003;U;t;-4175;0
3347;t;2014;M;t;0;0
3348;t;2016;F;t;200;0
3349;f;2003;M;t;50;0
3350;f;1996;M;t;2900;0
3351;t;2013;M;t;50;0
3352;f;2011;U;t;500;0
3353;t;2016;M;t;0;0
3354;f;1992;M;t;0;0
3355;f;1992;F;t;0;0
3356;t;2010;M;t;3750;0
3357;f;2008;M;t;2000;0
3358;f;1983;M;t;10000;0
3359;t;2015;F;t;0;0
3360;f;2005;U;t;-675;0
3361;t;2006;M;t;1300;0
3362;f;2005;U;t;275;0
3363;f;2013;M;t;250;0
3364;f;1975;M;t;0;0
3365;t;2013;M;t;4650;0
3366;f;2007;M;t;350;0
3367;f;2003;M;t;-2575;0
3368;f;1991;M;t;0;0
3369;f;1999;M;t;175;0
3370;t;2013;M;t;-43500;0
3371;f;2000;M;t;0;0
3372;f;1979;M;t;0;0
3373;f;1984;M;t;0;0
3374;t;2013;M;t;33500;0
3375;f;2002;M;t;2575;0
3376;f;2002;M;t;0;0
3377;f;2003;M;t;-3550;0
3378;f;1995;F;t;-1100;0
3379;f;1981;F;t;0;0
3380;f;2000;M;t;0;0
3381;f;1984;M;t;0;0
3382;t;2012;M;t;0;0
3383;t;2016;M;t;0;0
3384;t;2001;U;t;9650;0
3385;f;1999;M;t;0;0
3386;f;2013;M;t;0;0
3387;f;1997;M;t;-12900;0
3388;f;1998;M;t;1425;0
3389;f;1999;M;t;-22725;0
3390;f;2007;U;t;400;0
3391;t;1986;M;t;3425;0
3392;f;1985;U;t;0;0
3393;f;2002;U;t;0;0
3394;f;2011;M;t;350;0
3395;f;1998;M;t;-16175;0
3396;f;2001;M;t;0;0
3397;f;1993;M;t;0;0
3398;t;2009;M;t;650;0
3399;f;1994;M;t;0;0
3400;t;1996;M;t;7625;0
3401;f;2012;M;t;20300;0
3402;f;1999;M;t;0;0
3403;f;2003;M;t;-800;0
3404;t;2016;F;t;19100;0
3405;f;1996;U;t;-14900;0
3406;f;1993;U;t;0;0
3407;f;1998;M;t;0;0
3408;f;1997;M;t;0;0
3409;f;1997;M;t;0;0
3410;t;2011;F;t;0;0
3411;f;2006;M;t;350;0
3412;f;1994;M;t;7225;0
3413;t;2011;M;t;6771;0
3414;t;2015;M;t;150;0
3415;f;2003;U;t;275;0
3416;f;1996;M;t;0;0
3417;f;1999;M;t;3600;0
3418;f;2012;M;t;4850;0
3419;f;1999;M;t;0;0
3420;f;2000;U;t;18500;0
3421;t;2005;M;t;0;0
3422;f;2011;M;t;400;0
3423;f;2005;M;t;-1025;0
3424;t;2008;M;t;30000;0
3425;f;1990;M;t;0;0
3426;f;2005;M;t;-5625;0
3427;f;1989;M;t;0;0
3428;f;2006;M;t;50;0
3429;t;2015;M;t;34700;0
3430;f;2006;U;t;8400;0
3431;f;2006;M;t;0;0
3432;t;2013;M;t;26950;0
3433;f;1985;M;t;0;0
3434;f;1999;M;t;7925;0
3435;f;2012;M;t;0;0
3436;f;1987;M;t;0;0
3437;t;2014;M;t;39550;0
3438;f;1999;M;t;0;0
3439;f;2011;F;t;5750;0
3440;f;1999;M;t;-24175;0
3441;t;2003;U;t;100;0
3442;f;2003;M;t;4375;0
3443;f;2001;M;t;2725;0
3444;t;2014;M;t;9750;0
3445;t;2013;M;t;200;0
3446;f;1993;M;t;0;0
3447;f;1996;M;t;5800;0
3448;t;2015;F;t;0;0
3449;t;2014;M;t;6800;0
3450;f;2002;M;t;23408;0
3451;t;2013;M;t;100;0
3452;f;2002;U;t;-13375;0
